"year","source","d_form","c_code","code","code2","price","generic","volume","cost","prefecture","area","category"
2019,"pharmacy","oral",225,612220503,"2251001F1038",5.9,1,43317,255570.3,"Miyagi","Tōhoku","Bronchodilators"
2021,"hospitalized","oral",214,622341701,"2149121F2028",110.9,0,12695,1407875.5,"Gifu","Chūbu","Antihypertensive agents"
2015,"outpatients","injection",124,620008950,"1242401A1340",56,1,2983.2,167059.2,"Hokkaidō","Hokkaidō","Antispasmodics"
2016,"pharmacy","oral",311,620678729,"3112004M2011",11.6,1,2623,30426.8,"Tottori","Chūgoku","Vitamin A and D preparations"
2021,"outpatients","injection",429,622392101,"4291410A2017",9406,1,0,0,"Aichi","Chūbu","Other antineoplastic agents"
2016,"pharmacy","oral",613,610411056,"6139001F2024",62.8,0,71092.5,4464609,"Akita","Tōhoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2015,"hospitalized","oral",321,620000712,"3211001X1059",3.77,0,0,0,"Gifu","Chūbu","Calcium preparations"
2023,"pharmacy","injection",245,620525101,"2454405H1032",63,1,989,62307,"Hokkaidō","Hokkaidō","Adrenocortical hormone preparations"
2020,"outpatients","topical",241,620515101,"2419700Q1035",6129.3,0,0,0,"Miyazaki","Kyūshū","Pituitary hormone preparations"
2015,"outpatients","oral",259,610421349,"2590009F1039",49.1,0,70871,3479766.1,"Yamaguchi","Chūgoku","Other genitourinary and anorectal drugs"
2022,"outpatients","topical",229,620004890,"2290702G3028",1863.9,0,0,0,"Fukui","Chūbu","Other respiratory drugs"
2016,"pharmacy","oral",259,622402401,"2590009F4100",34.8,1,112953.5,3930781.8,"Chiba","Kantō","Other genitourinary and anorectal drugs"
2021,"outpatients","injection",634,621151701,"6343400X3044",18670,0,0,0,"Fukui","Chūbu","Blood products"
2017,"pharmacy","oral",112,620049101,"1124022F1083",5,1,1110819.5,5554097.5,"Okinawa","Kyūshū","Hypnotics and sedatives; anxiolytics"
2018,"pharmacy","injection",399,621697201,"3999401A3016",94,1,NA,NA,"Miyazaki","Kyūshū","Metabolic agents not elsewhere classified"
2018,"outpatients","injection",331,620006249,"3319551A4074",193,0,1894.002,365542.386,"Nagasaki","Kyūshū","Blood substitutes"
2021,"outpatients","oral",212,622071401,"2123014F2015",9,1,65992.5,593932.5,"Hiroshima","Chūgoku","Antiarrhythmic agents"
2016,"outpatients","oral",629,610412199,"6290005F1024",184.2,0,51925,9564585,"Gunma","Kantō","Other chemotherapeutic agents"
2023,"outpatients","oral",223,622730100,"2239001N1011",14.4,1,0,0,"Okayama","Chūgoku","Expectorants"
2018,"outpatients","injection",615,621126801,"6152401F1146",151,1,6241.07,942401.57,"Ōsaka","Kinki","Agents mainly active against Gram-positive and Gram-negative bacteria, rickettsia, and chlamydia"
2021,"pharmacy","oral",217,620005905,"2171022F2041",34.3,0,334562,11475476.6,"Hiroshima","Chūgoku","Vasodilators"
2019,"hospitalized","oral",231,620418301,"2316003B1058",6.2,0,0,0,"Yamanashi","Chūbu","Antidiarrheals and intestinal regulators"
2015,"hospitalized","topical",225,621903202,"2259704G9033",934.2,0,1483.26,1385661.492,"Aichi","Chūbu","Bronchodilators"
2022,"hospitalized","injection",329,620007209,"3299505A5041",1376,0,2603,3581728,"Mie","Chūbu","Other tonic and nutritional agents"
2022,"outpatients","injection",311,622430101,"3112402A2035",407,1,21550,8770850,"Okinawa","Kyūshū","Vitamin A and D preparations"
2018,"outpatients","oral",218,610454085,"2189010F1039",37.3,0,78086,2912607.8,"Fukui","Chūbu","Antihyperlipidemic agents"
2016,"hospitalized","oral",119,620005908,"1190012F5021",537.4,0,0,0,"Kyōto","Kinki","Other central nervous system drugs"
2018,"pharmacy","oral",321,613210017,"3213001X1045",8.7,0,0,0,"Nagano","Chūbu","Calcium preparations"
2017,"outpatients","injection",333,620006734,"3334401A7014",724,0,0,0,"Kōchi","Shikoku","Anticoagulants"
2022,"pharmacy","oral",233,621887001,"2339108F1101",5.9,0,37724,222571.6,"Kagoshima","Kyūshū","Digestive agents"
2017,"outpatients","topical",265,620008956,"2655710Q1036",37.7,0,5976.8,225325.36,"Hyōgo","Kinki","Antiparasitic dermatological agents"
2022,"outpatients","oral",232,622012901,"2329028F1112",34.4,1,263678,9070523.2,"Nagano","Chūbu","Anti-peptic ulcer agents"
2022,"outpatients","injection",430,644310097,"4300432A1018",452.6,0,76445,34599007,"Kyōto","Kinki","Radiopharmaceuticals"
2022,"pharmacy","topical",265,621705002,"2659710N1241",16.1,1,9530,153433,"Nagasaki","Kyūshū","Antiparasitic dermatological agents"
2016,"outpatients","injection",239,620008197,"2391400G1075",1978,1,0,0,"Iwate","Tōhoku","Other gastrointestinal drugs"
2020,"hospitalized","oral",214,622358001,"2149040F3037",51.3,1,24986.5,1281807.45,"Saitama","Kantō","Antihypertensive agents"
2021,"outpatients","topical",261,662610274,"2619702Q3097",1.07,1,0,0,"Akita","Tōhoku","External antiseptics and disinfectants"
2017,"outpatients","oral",231,620000591,"2315002X1118",9.9,0,0,0,"Saitama","Kantō","Antidiarrheals and intestinal regulators"
2023,"outpatients","oral",117,620156901,"1179037F1010",5.9,1,108532.5,640341.75,"Toyama","Chūbu","Psychotropic drugs"
2018,"hospitalized","oral",224,620009316,"2242002B2259",8.5,0,0,0,"Niigata","Chūbu","Antitussive–expectorant combinations"
2017,"hospitalized","topical",225,620004235,"2259707S3066",45.4,1,0,0,"Miyagi","Tōhoku","Bronchodilators"
2015,"outpatients","oral",224,620000569,"2242001B2203",8,0,0,0,"Kyōto","Kinki","Antitussive–expectorant combinations"
2021,"outpatients","oral",317,610454065,"3179107M1040",5.9,0,15891,93756.9,"Yamaguchi","Chūgoku","Multivitamin preparations (excluding vitamin A–D combinations)"
2017,"hospitalized","topical",712,621170903,"7122704X1277",2.37,0,0,0,"Gunma","Kantō","Ointment bases"
2020,"hospitalized","oral",721,620002092,"7212022S9025",3.4,0,0,0,"Tochigi","Kantō","X-ray contrast media"
2021,"pharmacy","topical",266,621501302,"2669701N2016",4.3,1,64218,276137.4,"Shiga","Kinki","Skin emollients (including caustic agents)"
2019,"pharmacy","injection",399,622676201,"3999451G3025",18060,1,0,0,"Mie","Chūbu","Metabolic agents not elsewhere classified"
2022,"hospitalized","injection",313,620704103,"3134400A1010",84,0,0,0,"Yamanashi","Chūbu","Vitamin B preparations (excluding vitamin B1)"
2018,"outpatients","oral",811,618110027,"8119100B1018",252.8,0,0,0,"Okinawa","Kyūshū","Opium alkaloid narcotics"
2018,"outpatients","oral",124,620006136,"1249009F1341",5.8,1,54093,313739.4,"Mie","Chūbu","Antispasmodics"
2018,"outpatients","oral",510,615100511,"5100154X1016",4.49,0,0,0,"Hokkaidō","Hokkaidō","Crude drugs"
2018,"outpatients","topical",229,622375501,"2290803G3020",5689.4,0,8322,47347186.8,"Ibaraki","Kantō","Other respiratory drugs"
2019,"hospitalized","oral",333,620811507,"3332001F1016",9.6,0,0,0,"Kōchi","Shikoku","Anticoagulants"
2015,"pharmacy","oral",613,616130407,"6132009F1023",32.8,0,0,0,"Fukui","Chūbu","Agents mainly active against Gram-positive and Gram-negative bacteria"
2017,"outpatients","oral",811,628507602,"8115004B2015",155.7,0,0,0,"Hokkaidō","Hokkaidō","Opium alkaloid narcotics"
2015,"outpatients","oral",321,620003890,"3214001F1047",5.6,1,181598,1016948.8,"Miyagi","Tōhoku","Calcium preparations"
2016,"pharmacy","injection",245,620528103,"2456400D1083",189,1,0,0,"Ōsaka","Kinki","Adrenocortical hormone preparations"
2018,"pharmacy","injection",323,620006642,"3231401A2015",123,0,0,0,"Okinawa","Kyūshū","Carbohydrate preparations"
2020,"hospitalized","injection",211,620008926,"2119400A1036",213,0,487,103731,"Yamanashi","Chūbu","Cardiotonic agents"
2023,"pharmacy","oral",112,611170689,"1124029F1026",11.6,0,277487.3,3218852.68,"Iwate","Tōhoku","Hypnotics and sedatives; anxiolytics"
2015,"pharmacy","oral",232,620005368,"2329020F3020",29.8,0,84129,2507044.2,"Tottori","Chūgoku","Anti-peptic ulcer agents"
2017,"outpatients","oral",217,620307601,"2171006N1148",13.3,1,99281,1320437.3,"Nagano","Chūbu","Vasodilators"
2019,"outpatients","oral",223,620382702,"2233002C1089",6.4,1,6260.32,40066.048,"Kagoshima","Kyūshū","Expectorants"
2021,"outpatients","oral",112,620003588,"1124003F2249",5.5,1,79930,439615,"Yamaguchi","Chūgoku","Hypnotics and sedatives; anxiolytics"
2017,"hospitalized","topical",239,620005259,"2399712E1045",5.8,0,7518,43604.4,"Aichi","Chūbu","Other gastrointestinal drugs"
2017,"outpatients","injection",245,642450115,"2456405D1019",103,0,0,0,"Kyōto","Kinki","Adrenocortical hormone preparations"
2016,"outpatients","oral",339,621971301,"3399002F4027",144.2,0,1106944,159621324.8,"Tokyo","Kantō","Other blood and body fluid agents"
2021,"pharmacy","topical",225,620001944,"2259708G3025",2722.4,0,1362,3707908.8,"Kagoshima","Kyūshū","Bronchodilators"
2022,"pharmacy","oral",323,620734228,"3231001X1205",1.12,0,34530.6,38674.272,"Kanagawa","Kantō","Carbohydrate preparations"
2015,"outpatients","oral",214,622355101,"2149041F3236",54.6,1,52798.5,2882798.1,"Ishikawa","Chūbu","Antihypertensive agents"
2016,"outpatients","injection",611,621380904,"6112400A3010",95,1,0,0,"Miyagi","Tōhoku","Agents mainly active against Gram-positive bacteria"
2022,"pharmacy","oral",213,622142502,"2132004F2037",5.7,1,140691.5,801941.55,"Gunma","Kantō","Diuretics"
2020,"pharmacy","oral",223,620001927,"2233004S1031",9.9,0,0,0,"Shimane","Chūgoku","Expectorants"
2022,"outpatients","oral",613,616130112,"6132005C1053",44.3,0,0,0,"Yamanashi","Chūbu","Agents mainly active against Gram-positive and Gram-negative bacteria"
2019,"hospitalized","oral",219,620003548,"2190021F1348",24,0,9751,234024,"Nagasaki","Kyūshū","Other cardiovascular drugs"
2018,"outpatients","injection",729,620008525,"7290405A9068",4831,1,0,0,"Gunma","Kantō","Other diagnostic agents (excluding in vitro diagnostics)"
2015,"hospitalized","oral",239,621371629,"2399005F2350",5.8,1,15120.5,87698.9,"Kumamoto","Kyūshū","Other gastrointestinal drugs"
2023,"outpatients","injection",323,640431047,"3231401H1017",67,0,0,0,"Okinawa","Kyūshū","Carbohydrate preparations"
2017,"pharmacy","topical",131,660443014,"1319745Q1024",744.8,0,0,0,"Kagawa","Shikoku","Ophthalmic preparations"
2023,"outpatients","oral",245,620000695,"2456001F1019",9.8,0,143904.5,1410264.1,"Chiba","Kantō","Adrenocortical hormone preparations"
2020,"hospitalized","oral",114,620004858,"1149037F2026",106.3,0,41182.5,4377699.75,"Saitama","Kantō","Antipyretic, analgesic and anti-inflammatory drugs"
2016,"outpatients","oral",614,620008013,"6149003F2208",33.5,1,12434,416539,"Kyōto","Kinki","Agents mainly active against Gram-positive bacteria and Mycoplasma"
2015,"outpatients","injection",399,643990020,"3992400A1034",50,1,0,0,"Okayama","Chūgoku","Metabolic agents not elsewhere classified"
2015,"outpatients","injection",611,620003812,"6112400A3010",95,1,0,0,"Fukuoka","Kyūshū","Agents mainly active against Gram-positive bacteria"
2020,"outpatients","injection",713,640444061,"7131400A9018",59,0,0,0,"Shizuoka","Chūbu","Solubilizing agents"
2019,"outpatients","topical",625,666250002,"6250701M1027",280.5,0,2538.5,712049.25,"Kōchi","Shikoku","Antiviral agents"
2018,"pharmacy","topical",264,622260301,"2649735S3136",19.8,1,1609272,31863585.6,"Nagasaki","Kyūshū","Analgesic, antipruritic, astringent, and anti-inflammatory dermatological agents"
2016,"hospitalized","injection",331,643310188,"3311401A8016",233,0,62103.031,14470006.223,"Ōsaka","Kinki","Blood substitutes"
2015,"pharmacy","topical",266,660408059,"2662700X1104",1.55,0,0,0,"Kagoshima","Kyūshū","Skin emollients (including caustic agents)"
2015,"outpatients","injection",221,620005803,"2213400A1011",93,0,0,0,"Tokyo","Kantō","Respiratory stimulants"
2021,"hospitalized","oral",396,622861201,"3969015F3021",134.7,0,7558,1018062.6,"Fukui","Chūbu","Antidiabetic drugs"
2018,"hospitalized","oral",613,620006829,"6131001M2297",8.6,1,0,0,"Niigata","Chūbu","Agents mainly active against Gram-positive and Gram-negative bacteria"
2023,"hospitalized","topical",333,622521601,"3339950R1150",9,1,0,0,"Shimane","Chūgoku","Anticoagulants"
2018,"hospitalized","oral",259,610421350,"2590009F2035",81.9,0,0,0,"Nara","Kinki","Other genitourinary and anorectal drugs"
2018,"outpatients","injection",342,621317701,"3420429A6046",1697,0,1365,2316405,"Kumamoto","Kyūshū","Peritoneal dialysis agents"
2021,"hospitalized","topical",611,621971901,"6113700M1023",4932.2,0,0,0,"Fukushima","Tōhoku","Agents mainly active against Gram-positive bacteria"
2019,"outpatients","oral",217,621959301,"2171022F3218",10.3,1,361605,3724531.5,"Aichi","Chūbu","Vasodilators"
2019,"outpatients","injection",249,622484801,"2492421G1029",1481,1,5176.238,7666008.478,"Hyōgo","Kinki","Other hormonal preparations (including antihormonal agents)"
2021,"hospitalized","injection",323,643230068,"3239501A1023",480,0,3251.538,1560738.24,"Kanagawa","Kantō","Carbohydrate preparations"
2016,"pharmacy","oral",259,622421501,"2590009F5069",66.8,1,50965,3404462,"Iwate","Tōhoku","Other genitourinary and anorectal drugs"
2015,"pharmacy","oral",239,622209101,"2399010F2199",9.9,1,0,0,"Hokkaidō","Hokkaidō","Other gastrointestinal drugs"
2018,"outpatients","injection",121,641210027,"1211401A2013",92,0,0,0,"Okayama","Chūgoku","Local anesthetics"
2020,"outpatients","oral",232,610406170,"2329011F1028",6.7,0,14671,98295.7,"Iwate","Tōhoku","Anti-peptic ulcer agents"
2016,"pharmacy","oral",623,610409348,"6239001M1022",237.6,0,0,0,"Wakayama","Kinki","Anti-leprosy agents"
2018,"hospitalized","oral",113,620066901,"1139100F1037",5.8,0,0,0,"Ishikawa","Chūbu","Antiepileptics"
2016,"pharmacy","oral",117,610409341,"1179038F2020",50.3,0,84196.5,4235083.95,"Iwate","Tōhoku","Psychotropic drugs"
2018,"pharmacy","injection",245,620002614,"2454404A2060",294,0,0,0,"Miyazaki","Kyūshū","Adrenocortical hormone preparations"
2017,"hospitalized","topical",225,620004235,"2259707S3066",45.4,1,3959,179738.6,"Fukushima","Tōhoku","Bronchodilators"
2015,"hospitalized","oral",399,610462001,"3999019F1026",109,0,0,0,"Toyama","Chūbu","Metabolic agents not elsewhere classified"
2016,"outpatients","injection",399,620004686,"3999408A2038",1076,0,3939,4238364,"Shizuoka","Chūbu","Metabolic agents not elsewhere classified"
2016,"outpatients","topical",261,620007580,"2612701Q2109",5.59,0,6211.5,34722.285,"Gifu","Chūbu","External antiseptics and disinfectants"
2021,"pharmacy","oral",112,610444126,"1124008F1016",5.7,1,737364.5,4202977.65,"Ishikawa","Chūbu","Hypnotics and sedatives; anxiolytics"
2019,"outpatients","oral",233,612330157,"2333004S1010",5.2,0,0,0,"Tochigi","Kantō","Digestive agents"
2015,"pharmacy","oral",119,620162303,"1190004F2010",9.9,1,4569.5,45238.05,"Tokushima","Shikoku","Other central nervous system drugs"
2021,"pharmacy","topical",263,620004211,"2634710M1018",6.4,0,124620,797568,"Gifu","Chūbu","Agents for suppurative diseases"
2015,"hospitalized","oral",214,620006797,"2149046F2038",123.4,0,0,0,"Wakayama","Kinki","Antihypertensive agents"
2019,"outpatients","injection",121,640422007,"1214402A5019",106,0,0,0,"Saga","Kyūshū","Local anesthetics"
2017,"outpatients","oral",239,620009438,"2399011C1069",15.1,1,0,0,"Kagawa","Shikoku","Other gastrointestinal drugs"
2023,"hospitalized","oral",117,622180101,"1179042F2190",26.4,1,44177.5,1166286,"Hiroshima","Chūgoku","Psychotropic drugs"
2019,"hospitalized","oral",232,622080701,"2329029M1027",70,0,19717,1380190,"Fukui","Chūbu","Anti-peptic ulcer agents"
2020,"hospitalized","injection",323,620004398,"3234400A3019",228,0,0,0,"Akita","Tōhoku","Carbohydrate preparations"
2017,"hospitalized","injection",422,622412501,"4223401A4037",194,1,0,0,"Kōchi","Shikoku","Antimetabolites"
2017,"hospitalized","injection",211,621399008,"2119402A3011",139,1,0,0,"Saga","Kyūshū","Cardiotonic agents"
2020,"pharmacy","oral",113,620065701,"1139004F2173",11.5,0,336831,3873556.5,"Okayama","Chūgoku","Antiepileptics"
2018,"outpatients","oral",520,615101664,"5200075F1028",5.6,0,333537,1867807.2,"Hokkaidō","Hokkaidō","Kampo preparations"
2021,"pharmacy","topical",263,622775600,"2639700N1016",25.6,1,0,0,"Chiba","Kantō","Agents for suppurative diseases"
2020,"outpatients","topical",266,620665901,"2669701N2016",4.6,1,161857,744542.2,"Shiga","Kinki","Skin emollients (including caustic agents)"
2015,"hospitalized","oral",613,616130332,"6135001R1025",54.7,0,0,0,"Hyōgo","Kinki","Agents mainly active against Gram-positive and Gram-negative bacteria"
2018,"outpatients","oral",510,615100240,"5100085X1013",4.56,0,0,0,"Ōsaka","Kinki","Crude drugs"
2017,"outpatients","oral",442,622108401,"4420002F2083",23.8,1,0,0,"Kōchi","Shikoku","Stimulation therapy agents"
2021,"hospitalized","injection",239,622220101,"2391400G4015",1052,1,0,0,"Gunma","Kantō","Other gastrointestinal drugs"
2022,"hospitalized","oral",218,622589001,"2189017F3017",8.6,1,13364.5,114934.7,"Saga","Kyūshū","Antihyperlipidemic agents"
2016,"outpatients","topical",612,622213301,"6123700G1026",8880.5,0,0,0,"Yamanashi","Chūbu","Agents mainly active against Gram-negative bacteria"
2017,"hospitalized","injection",429,620003247,"4291400A1033",2200,0,0,0,"Shimane","Chūgoku","Other antineoplastic agents"
2018,"hospitalized","injection",232,620004711,"2329401A1100",89,0,0,0,"Nagasaki","Kyūshū","Anti-peptic ulcer agents"
2017,"outpatients","injection",332,640463095,"3327401A2069",64,0,686,43904,"Kumamoto","Kyūshū","Hemostatic agents"
2015,"hospitalized","topical",712,620001743,"7121704X1300",2.32,0,2157,5004.24,"Fukuoka","Kyūshū","Ointment bases"
2023,"pharmacy","oral",112,620049801,"1124023F1010",5.7,1,211593.5,1206082.95,"Tottori","Chūgoku","Hypnotics and sedatives; anxiolytics"
2016,"outpatients","oral",232,610443007,"2325006F2032",35.1,0,102361.5,3592888.65,"Shimane","Chūgoku","Anti-peptic ulcer agents"
2021,"hospitalized","oral",116,620008311,"1169001F1202",8.8,0,3123,27482.4,"Hokkaidō","Hokkaidō","Anti-Parkinson drugs"
